order_id,order_item_id,customer_key,product_key,seller_key,purchase_date_key,shipping_limit_date_key,order_status,price,freight_value,item_total_value,item_count,order_purchase_timestamp,shipping_limit_date,load_batch_id,record_inserted_at
00010242fe8c5a6d1ba2dd792cb16214,1,65558,25866,514,20170913,20170919,delivered,58.9,13.29,72.19,1,2017-09-13 08:59:02,2017-09-19 09:45:35,FULL_LOAD_001,2026-05-23 17:52:26.680184
00018f77f2f0320c557190d7a144bdd3,1,34266,27231,472,20170426,20170503,delivered,239.9,19.93,259.83,1,2017-04-26 10:53:06,2017-05-03 11:05:13,FULL_LOAD_001,2026-05-23 17:52:26.680184
000229ec398224ef6ca0657da4fc703e,1,34956,22625,1825,20180114,20180118,delivered,199.0,17.87,216.87,1,2018-01-14 14:33:31,2018-01-18 14:48:30,FULL_LOAD_001,2026-05-23 17:52:26.680184
00024acbcdf0a6daa1e931b038114c75,1,51764,15404,2024,20180808,20180815,delivered,12.99,12.79,25.78,1,2018-08-08 10:00:35,2018-08-15 10:10:18,FULL_LOAD_001,2026-05-23 17:52:26.680184
00042b26cf59d7ce69dfabb4e55b4fd9,1,7603,8863,1598,20170204,20170213,delivered,199.9,18.14,218.04000000000002,1,2017-02-04 13:57:51,2017-02-13 13:57:51,FULL_LOAD_001,2026-05-23 17:52:26.680184
00048cc3ae777c65dbb7d2a0634bc1ea,1,22998,3940,660,20170515,20170523,delivered,21.9,12.69,34.589999999999996,1,2017-05-15 21:42:34,2017-05-23 03:55:27,FULL_LOAD_001,2026-05-23 17:52:26.680184
00054e8431b9d7675808bcb819fb4a32,1,54487,22293,2974,20171210,20171214,delivered,19.9,11.85,31.75,1,2017-12-10 11:53:48,2017-12-14 12:10:31,FULL_LOAD_001,2026-05-23 17:52:26.680184
000576fe39319847cbb9d288c5617fa6,1,17921,6975,692,20180704,20180710,delivered,810.0,70.75,880.75,1,2018-07-04 12:08:27,2018-07-10 12:30:45,FULL_LOAD_001,2026-05-23 17:52:26.680184
0005a1a1728c9d785b8e2b08b904576c,1,14036,2714,68,20180319,20180326,delivered,145.95,11.65,157.6,1,2018-03-19 18:40:33,2018-03-26 18:31:29,FULL_LOAD_001,2026-05-23 17:52:26.680184
0005f50442cb953dcd1d21e1fb923495,1,22727,28256,1158,20180702,20180706,delivered,53.99,11.4,65.39,1,2018-07-02 13:59:39,2018-07-06 14:10:56,FULL_LOAD_001,2026-05-23 17:52:26.680184
00061f2a7bc09da83e415a52dc8a4af1,1,83428,14395,1414,20180324,20180329,delivered,59.99,8.88,68.87,1,2018-03-24 22:16:10,2018-03-29 22:28:09,FULL_LOAD_001,2026-05-23 17:52:26.680184
00063b381e2406b52ad429470734ebd5,1,51542,23294,849,20180727,20180731,delivered,45.0,12.98,57.980000000000004,1,2018-07-27 17:21:27,2018-07-31 17:30:39,FULL_LOAD_001,2026-05-23 17:52:26.680184
0006ec9db01a64e59a68b2c340bf65a7,1,86084,9662,2464,20180724,20180726,delivered,74.0,23.32,97.32,1,2018-07-24 17:04:17,2018-07-26 17:24:20,FULL_LOAD_001,2026-05-23 17:52:26.680184
0008288aa423d2a3f00fcb17cd7d8719,1,13980,4599,475,20180213,20180221,delivered,49.9,13.37,63.269999999999996,1,2018-02-13 22:10:21,2018-02-21 02:55:52,FULL_LOAD_001,2026-05-23 17:52:26.680184
0008288aa423d2a3f00fcb17cd7d8719,2,13980,4599,475,20180213,20180221,delivered,49.9,13.37,63.269999999999996,1,2018-02-13 22:10:21,2018-02-21 02:55:52,FULL_LOAD_001,2026-05-23 17:52:26.680184
0009792311464db532ff765bf7b182ae,1,28501,1132,2122,20180814,20180817,delivered,99.9,27.65,127.55000000000001,1,2018-08-14 20:43:09,2018-08-17 12:15:10,FULL_LOAD_001,2026-05-23 17:52:26.680184
0009c9a17f916a706d71784483a5d643,1,23123,9419,1522,20180425,20180502,delivered,639.0,11.34,650.34,1,2018-04-25 09:10:41,2018-05-02 09:31:53,FULL_LOAD_001,2026-05-23 17:52:26.680184
000aed2e25dbad2f9ddb70584c5a2ded,1,30820,30286,999,20180511,20180516,delivered,144.0,8.77,152.77,1,2018-05-11 20:33:38,2018-05-16 20:57:03,FULL_LOAD_001,2026-05-23 17:52:26.680184
000c3e6612759851cc3cbb4b83257986,1,96369,1403,2494,20170812,20170821,delivered,99.0,13.71,112.71000000000001,1,2017-08-12 10:08:57,2017-08-21 03:33:13,FULL_LOAD_001,2026-05-23 17:52:26.680184
000e562887b1f2006d75e0be9558292e,1,51954,2781,1055,20180222,20180228,delivered,25.0,16.11,41.11,1,2018-02-22 11:54:42,2018-02-28 12:08:37,FULL_LOAD_001,2026-05-23 17:52:26.680184
000e63d38ae8c00bbcb5a30573b99628,1,19531,24602,1573,20180323,20180329,delivered,47.9,8.88,56.78,1,2018-03-23 19:48:26,2018-03-29 20:07:49,FULL_LOAD_001,2026-05-23 17:52:26.680184
000e906b789b55f64edcb1f84030f90d,1,64044,7116,988,20171121,20171127,delivered,21.99,11.85,33.839999999999996,1,2017-11-21 18:54:23,2017-11-27 19:09:02,FULL_LOAD_001,2026-05-23 17:52:26.680184
000f25f4d72195062c040b12dce9a18a,1,63915,16625,1183,20180307,20180321,delivered,119.99,44.4,164.39,1,2018-03-07 10:33:13,2018-03-21 11:10:11,FULL_LOAD_001,2026-05-23 17:52:26.680184
001021efaa8636c29475e7734483457d,1,60605,27298,798,20180227,20180305,delivered,49.0,15.1,64.1,1,2018-02-27 09:27:14,2018-03-05 09:35:41,FULL_LOAD_001,2026-05-23 17:52:26.680184
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,14728,26773,560,20170911,20170915,delivered,48.9,16.6,65.5,1,2017-09-11 17:39:33,2017-09-15 18:04:37,FULL_LOAD_001,2026-05-23 17:52:26.680184
00119ff934e539cf26f92b9ef0cdfed8,1,38350,16956,1155,20170806,20170811,delivered,219.9,16.98,236.88,1,2017-08-06 00:42:49,2017-08-11 00:35:12,FULL_LOAD_001,2026-05-23 17:52:26.680184
0011d82c4b53e22e84023405fb467e57,1,83944,26859,665,20180116,20180129,delivered,289.0,26.33,315.33,1,2018-01-16 21:43:23,2018-01-29 21:51:25,FULL_LOAD_001,2026-05-23 17:52:26.680184
00125cb692d04887809806618a2a145f,1,23983,13502,1099,20170323,20170329,delivered,109.9,25.51,135.41,1,2017-03-23 12:21:17,2017-03-29 13:05:42,FULL_LOAD_001,2026-05-23 17:52:26.680184
00130c0eee84a3d909e75bc08c5c3ca1,1,87396,25990,1782,20180611,20180614,delivered,27.9,7.94,35.839999999999996,1,2018-06-11 21:17:00,2018-06-14 05:16:24,FULL_LOAD_001,2026-05-23 17:52:26.680184
0013503b13da1eac686219390b7d641b,1,96824,4764,524,20171205,20171213,delivered,119.9,17.32,137.22,1,2017-12-05 23:40:59,2017-12-13 03:16:36,FULL_LOAD_001,2026-05-23 17:52:26.680184
00137e170939bba5a3134e2386413108,1,16113,12044,641,20171124,20171130,delivered,397.0,24.65,421.65,1,2017-11-24 16:50:38,2017-11-30 06:30:55,FULL_LOAD_001,2026-05-23 17:52:26.680184
001427c0ec99cf8af737bd88e92fd444,1,49544,21860,1549,20180407,20180412,delivered,59.9,23.35,83.25,1,2018-04-07 18:51:22,2018-04-12 19:08:28,FULL_LOAD_001,2026-05-23 17:52:26.680184
00143d0f86d6fbd9f9b38ab440ac16f5,1,58261,21359,227,20171016,20171020,delivered,21.33,15.1,36.43,1,2017-10-16 15:29:43,2017-10-20 16:07:52,FULL_LOAD_001,2026-05-23 17:52:26.680184
00143d0f86d6fbd9f9b38ab440ac16f5,2,58261,21359,227,20171016,20171020,delivered,21.33,15.1,36.43,1,2017-10-16 15:29:43,2017-10-20 16:07:52,FULL_LOAD_001,2026-05-23 17:52:26.680184
00143d0f86d6fbd9f9b38ab440ac16f5,3,58261,21359,227,20171016,20171020,delivered,21.33,15.1,36.43,1,2017-10-16 15:29:43,2017-10-20 16:07:52,FULL_LOAD_001,2026-05-23 17:52:26.680184
0014ae671de39511f7575066200733b7,1,85853,16475,2760,20170522,20170529,delivered,16.5,14.1,30.6,1,2017-05-22 13:49:03,2017-05-29 03:15:24,FULL_LOAD_001,2026-05-23 17:52:26.680184
0015ebb40fb17286bea51d4607c4733c,1,42562,16580,333,20180114,20180118,delivered,21.9,15.1,37.0,1,2018-01-14 09:01:36,2018-01-18 09:11:24,FULL_LOAD_001,2026-05-23 17:52:26.680184
00169e31ef4b29deaae414f9a5e95929,1,21029,26349,277,20180116,20180123,delivered,39.0,16.11,55.11,1,2018-01-16 09:26:39,2018-01-23 03:35:47,FULL_LOAD_001,2026-05-23 17:52:26.680184
0016dfedd97fc2950e388d2971d718c7,1,72802,28534,3034,20170428,20170505,delivered,49.75,20.8,70.55,1,2017-04-28 19:54:40,2017-05-05 10:05:12,FULL_LOAD_001,2026-05-23 17:52:26.680184
0017afd5076e074a48f1f1a4c7bac9c5,1,27545,20794,1264,20170406,20170424,delivered,809.1,44.29,853.39,1,2017-04-06 22:16:10,2017-04-24 22:25:19,FULL_LOAD_001,2026-05-23 17:52:26.680184
